ID|Tweet|Subtask_A
|user keke tek derdim yurdun wi fisiyle dizi izlemeye almak olsa mezun tayfa burda myz yaaa|OTHER
|user dude c'mooon bunu okuyan insanlar bilmeyecek mi senin laf nereye ektiini c'mooon aptallara oynama biraz bana oyna yahuuu d|OTHER
|gnlerdir cirpiniyoruz b ses verin artk salklarmlakatakar|OTHER
|user hahaah merak etme o i sende |OTHER
|lisans dnemimin son dersine gidiyorum ilk dersim de dn gibi aklmda hala|OTHER
|user bu tweette tandk geldi demi|OTHER
|"koyu krmz iin ""burun kani"" denilen yremiz samsun kadnlarnsevdiirenkler sal"|OTHER
|user user user olur abe size her zaman beles )|OTHER
|gez olum vatanna gz dikeni ez olum ! dostun kim dmann kim sez olum tarihini erefinle yaz olum ! |OTHER
|hi kimsede kp bir aklama yapmyor ya ldrrsn yani bu kadar m nemsenmiyoruz 21gununhesab|OTHER
|ellerim titreye titreye burada sana aladm ben haberin var m|OTHER
|babamn cann aln yaz k yorgann almayn cem diye korkuyor heralde frnc psikolojisi|OTHER
|konusu kapanmas gereken konular var|OTHER
|gldnz aladnza beklediiniz zlediinize deysin herkese alanmaz herkeste beklenmez !|OTHER
|user canm benim grende 4 te 4 yaptnz sancak dur yava ya cierimizi sktn )|OTHER
|doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn doru olmasn|OTHER
|yi ho ama benim akrabalar orumlu|OTHER
|user user merhabalar  ben firat okungzllk gven nde istanbulda yaayan real uyan heryatan bayanlari zelme beklerm ilikimde sert ve doyumsuzumdur evl bayanlarin hastasiyim ya 26 boy 1 77 sadece stanbulda yaayan real bayanlar ltfen! |OTHER
|evin her yerini temizleyip sra odana gelince kar konulamaz yatma istei|OTHER
|yanl zamanlarda kendimizce doru olan eyleri yapmaya altk|OTHER
|nsan en ok mezar bekler mezar gibi insan bekleme!|OTHER
|user zafer abicim bu hasret ne zaman bitecek doru yorum dinlemeyeli neredeyse yl oldu gibi geliyor|OTHER
|user evet bugn perembe haftann son gn yani bugn saymazsak pnar altu|OTHER
|user gelinlii ben alrm sen fenteziye bakk ))) hsjahkfaljdjlf peinden gelirken arada ta filan da atacan ama ))|OTHER
|sabr bol olan insanlara dikkat edin onlar sabrlar tkendii zaman limanlar yakarlar gemileri deil|OTHER
|sevgili user ve sevgili user deniz baykal olmam yakmam yani birde user user user user user user user eksik kalm dzeltme imkan varsa kullanlmal|OTHER
|    sevgili peygamberimiz  yle buyurdu be gece vardr ki onlarda yaplan dualar kabul olur bunlar recep aynn ilk gecesi aban aynn on beinci gecesi cuma ve bayram geceleridir (bni mace) beratkandili|OTHER
|user user bendeeee seninle yaptmz egitim etkinliklerini en ok|OTHER
|user gnnz gzel ve zel olsun mutlu huzurlu sabahlar|OTHER
|ryalarmda sk sk eski binalarn iinde kaybolduumu gryorum bu gece de ryamda 4 katl eski bir tiyatro binasnn iinde kayboluyordum labirent gibi asla k bulamadm ve korkuyla uyandm her zaman olduu gibi|OTHER
|hani miley trkiye'ye mzik enstrman almak iin gelecekti|OTHER
|ok istesende eskisi gibi olamamak|OTHER
|user user garip sin biliyorum haydi satama uzak yerde oyna|OTHER
|user trkiye sayende erkendeniyiolacak yorumlara bakyorumda ne kadar fetocu varsa takipte demek bu kadar korkuyorlar korkmaya devam cumhurbakan meralaksener|OTHER
|user yeri gelcek serfo olunca o kaykay tasiycak eve|OTHER
|hayr bak grmedin deil gremezsin ki zaten|OTHER
|user rasm ozan ktahyali nin ke yazilarina ve syas yorumalarina devam etmesn styoruz saygilarimla rasm ozan ktahyali dk durulu br gazetecdr|OTHER
|"user muhalif byk ehir belediye bakanlar da ""halkn ounluunu ilgilendirmiyor"" diye katlmasnlar yapabilirler mi bence yapamazlar ("|OTHER
|user bu eserin restorasyonunu bu iten anlayan yetkin birilerine mi verdiler yoksa tandk bir mteahite mi eserin tarihle bir ilgisi kalmadna gre tandk bir mteahit yapm gibi|OTHER
|nk birine diyebilirim rahat ol sen aslanm bu kadar samalk sonucu sinirlerim paslanr|OTHER
|user baz insanlar size sak eilir size olan ihtialarna saktr htialar deitiinde saakatleri e eiir|OTHER
|yer yn duygum yok iki gnde marmaraya on kere bindim tebrikler|OTHER
|user de onlara syle siz kanunsanz ben de belaym de|OTHER
|hem atatrkn hem mevlanann izinde insanlar sevmem gerektiinde ok zorlanyorum bi seviyorum bi sevemiyorum ama mecbur sevmem de gerek|OTHER
|user u kedi paylamlarnz olmasa siyaseti takip etmiyorum aslnda ama|OTHER
|user abd de yaayanlarda birleik devletlerliyim diyor! fransa da yaayan afrikallarda franszm diyor!|OTHER
|user en nemli pozisyon bo hoca yok|OTHER
|user hahahahahaha sen nasl bir kralsn |OTHER
|user o laf sen sar civcilere at|OTHER
|nllerin dne kadar umrunda bile degildi!!! daha nl olabilmek icin veya nllklerinden taviz vermemek icin ilgileniyorlar simdi!!! lecek haberini alanlarda akbaba gibi sirada bekliyenleri bile var bu acimasiz dnyamizda!!! dikkatinizi cekerim!!!!|OTHER
|keke insanlar kendi deerlerini tartan bir tart icat edebilseydi deersiz insanlar deersizliklerini kendi gzleriyle grrd|OTHER
|teekkr edyorum kick boks antrenrlk kursunda eitimci olarak ahsm greve layk gren trkiye kick boks federasyonu bakan syn user ya teekkr ediyorum sefer gne milli takmlar antrenr|OTHER
|yeni mezun olduum zamanlarda tecrbeli bir abimiz bizim meslek hastal fazla ego demiti iler yolundan kmadan kendimi yontmam lazm|OTHER
|black mirror bandersnatch zeti farkl sonlar istesemde hep ayn finalle bitti ~ adamlar|OTHER
|user nsanlar para kazanma yolunu arm olmal ki trl evlilik programlarnda trl oyunlardan frlayp lkenin gelecegini dnmeden kolay bir ekilde adayln koyabiliyor! bizim bakkal nuri abiyi aday kartsak daha salam gelecek ina edilir|OTHER
|eve gidince aynaya bakp ben btn gn bu tiple mi gezdim demeyen de ne bileyim|OTHER
|user 177 25 80 aktifim byk sevenler (19cm)kilolu bayanlar ciflere elik ediyorum tecrbeliyim travesti ler ilgilimi ekiyor yer ayarlarm foto art canimskyp teyt iin guvenberk19cm gmail com|OTHER
|bu lkede terrist liderinin yeeni kurtulu sava'nda 'anl' unvanna layk olan bir ilde m vekili seilebiliyor ise kurtulu sava'ndan bu yana verdiimiz ehitler bizlere haklarn helal etmesin bu utan bize yeter yazk ok yazk seim2018|OTHER
|msradeilbizeafsznzvar insanlar 20 kosuguda 40 k yatyor insanlar st st yatyor wc nnde yatyorlar user user user user|OTHER
|user ya sakat ya milli takmda bu sene hi bir katks olmad bize |OTHER
|user user sabrl ol soruturma devam ediyor hele itiraflar gelince daha bi lezzetli olacak|OTHER
|user biraz para kazanmam lazm yaa dark side'da para lazm olur bdjfjfj|OTHER
|takima destek zamani play off yar final ma gnespor zel dare genlerbrlspor 14 04 2019 pazar  15 00 batmanyeni ehir stad user user user user user user user user user|OTHER
|user kimse bouna kzmasn dayak bi hoca sert bi hoca olsa byle yapabilir miydi nerde mlayim iyi niyetli bi retmen var bu ekilde muamele gryor|OTHER
|sana sarlmay ok zledim bunu gryorsan yaz|OTHER
|hasan ali ne zman kt oynayan futbolcuyu 30dk kartan bi td gelirse bu i ozaman olacak hasan dirar volkan alper kadro d kalmal|OTHER
|btn olumsuzluklarn icinden ckp seni bulmusum gibi|OTHER
|nasl gzel bir duygu anlatamam yi ki varz|OTHER
|sevgilim btn ansn benimle sevgili olarak harcad hayatnn en byk frsatym flddlg|OTHER
|user ocuu ld sandm lan ilk bata|OTHER
|u geldiim yer serisi harika deilmi ya|OTHER
|sz konusu bangtan olunca yle aksilikler yayorum ki arkadalarm haftada iki kere gusl abdesti almam sylyor artk|OTHER
|user gene de yapmayalm biz abi bak abi diyorum ))))|OTHER
|2 ad 8700 mekanik dz var ok temiz esnafa uyar 0443 693 6575|OTHER
|user bir of eksem kar ki dalar yklr|OTHER
|user user erii bilmiyorum la gazettann haberiymi|OTHER
|sevgili user adma kaytl olan hatlar neden e devlet uygulamasnda gremiyorum acil destek|OTHER
|user sevdii kz ona abi deyince|OTHER
|user biz uyanmz da milleti ayaklarndan srkleyerek bile uyandramadmz gnler geldi aklma hey gidi insanlar hey )|OTHER
|gelemem diyorum sen gel diyorsun |OTHER
|user evet o da doru neyse vazgetim bekliycez artk ama bu saatten sonra yeni senarist gelmez sanrm|OTHER
|ben sana iimden geenleri deli gibi anlatmak isterken senin iin hibir ey ifade etmemesi ok zc|OTHER
|seni gldrmek iin ne yapmam gerek|OTHER
|29 otobiyografinizi yazsanz ad ne olurdu|OTHER
|user bunu neden burada soruyorsun djdkkspw|OTHER
|hesaplarnz gizli olduu iin attnz mentionlar gremiyorum bu durum beni deli ediyo|OTHER
|user user user tebrikler hocam hakedilmi bir dl baarlarnzn devamn dilerim|OTHER
|user anlk dediine gre yaknsn denize|OTHER
|user user user onlarn retmenleri bizim ablalarmz var user user|OTHER
|etrafndaki her ey hzl yahut yava hareket halindeyken sende ki bu atalet niye! demekten uzak kald zihinler|OTHER
|hangi saf sejini buzlad ya yalnz yoonginin kendine zaman ayrmasna mutlu olduu eyler yapmasna o kadar seviniyorum ki|OTHER
|una 1 603 00 lira verek konumasn ya! yada rportaj iin gitmek isteyen yerel gazetecileri tehdit edek yoksa trkiye'ye daha da rezil olacaz|OTHER
|cumhurbakanmz sn user kadim geleneimizde aile ile toplumun aile ile devletin kaderi zdelemi bir ve beraber grlmtr gl bir lke gl bir millet huzurlu bir toplum olabilmenin art gl bir aile yapsna sahip olmaktr  aileyedeer aileuras|OTHER
|user seni huuuuup diye icime cekerim hupturul|OTHER
|user netflix izlemeni cidden tavsiye ederim|OTHER
|hibir bar ihtimali kalmasn diye midir bilinmez tarihte ilk zeytin aalar sklmtr topraktan deniz engin gne vakur gk lorca turuncusu yleyse durmadan yryelim avucumuzda tek zeytin tanesi kalncaya 1eylldnyabargn|OTHER
|inde din olmayan bir birlik|OTHER
|user user syleyin ona bni takip etsin|OTHER
|her gn son gnm gibi yaaya yaaya son gn getiremedik ilk gn unuttuk|OTHER
|user user sanki bizim evde hizmeti katya alyor|OTHER
|sn user user tekrar kazandnda sn user ve ysk istifa edeceklermi net olarak sylyorum istanbul halk hereyokgzelolacak diyor herkeskonuacak user user user user user user user|OTHER
|user user ahahahsh tamam yle olsun bakalm|OTHER
|user aynen hacm netflix imdi de aang'in dizisini karmay planlyormu ama ben karym artk bu kitabn okuduktan sonra dizisini izlemek gibi bir ey daha iyi anlyorum artk (|OTHER
|user akraba devri mi kaldi dicem de fena olay olur oldururler seni|OTHER
|konuma yetimi bile kaybedeceim neredeyse! tae ykt geti beni lk atasm geliyor sadece ' user|OTHER
|user hemen kayboldular ya ok zldm s|OTHER
|user yok efenm o sizin gzelliiniz sizin gibi gzel bir kadn heleki hemom hi yalnz brakrmym|OTHER
|user ok teekkr ederim ikisinde ok gzel|OTHER
|karius ljajic nereden geldik diyolardir|OTHER
|toplumsal ktidar partisi bu toplumun gr ne olursa olsun kendisinin iktidar olduunun farkna varmasdr|OTHER
|"yi geceler cmleten ""tuuuuut elimiii burdaaaan gideliiimmmm olmaaz demedeen dinle beni biiii"" tadnda bir gece tekrardan iyi geceler"|OTHER
|armani girmek isteyen arkadaa dolar 6 10 dedim simit yiyoruz simdi|OTHER
|user yzde 49 oy alm diyor ya akamsnz siz|OTHER
|gecenin bu vaktinde orbac bir arkadam var canm rdan ekti diyom nerde bulabilirim ne rdan laa manyakmsn adanam buras diyor gel orba ieceksen i yoksa zbar uyu ))|OTHER
|unutmayalim arkadalarbu akam saat 6 dan sonra airport avm mado ya ay imeye gidiyoruz|OTHER
|ekrem mamolu'ndan gelen kandil mesajna cevap vermek mi byle kral bir hareket daha grmedim|OTHER
|"gzlerim uyku diyor beynimde ise u yanklanyor ""80 gn kaldi"""|OTHER
|user sen beni yenmedin cnk ben seninle oynamadm|OTHER
|user jahreinin sevgilisi olucak kii zeki gzel ve kltrl olmaldr|OTHER
|cam silerken mi ayna gibi oldu diyoduk aynay sildikten sonra m cam gibi oldu diyoduk|OTHER
|user user reis atadnz da bir bakn user hangi resmi yaz ile grevi ald yanl m okudu biz mi yanl biliyoruz gth bakan m turizm bakan m user ve user da bekleyen alm onaylatn artk faruk elik'i zler olduk gthb5bn ziraatmh bvvc|OTHER
|ahmet k hdp bana adaylk teklif ettiinde onlara da aka syledim kabul edersem ben ben olmaya devam ederim herhangi bir yanl grrsem sizi de eletiririm bunu kabul ediyor musunuz dedim kabul ettiler|OTHER
|daha ne diyebiliriz ki nasl anlatabiliriz yaadmz dnyay eminebulutcinadalet aradmz tek ey|OTHER
|user biz arada bir uradmzdan da olabilir o ama |OTHER
|tam milli ara bize ok iyi gelecek sakatlar iyileecek derken takm revire dnd|OTHER
|bir yenge burcuna gre fazla duygusuzum|OTHER
|bazen size de oluyor mu byle nefes aldka bouluyormusun gibi in kt taraf ne yaparsan yap gemiyor|OTHER
|user yol desen dnyann bir ok yerine gidiyorum gel ne olursan ol yinede gel|OTHER
|user user bizim ampiyonumuz sensin aslkazanan sensinatakan|OTHER
|user birey syliycem sayhan btn fotolarn alyorlar profil yapyorlar bilgin olsun bugn grdm ok oldum|OTHER
|yllar sonra nede gzel sevmeyi renmitim|OTHER
|nice byle gzel bayramlarmiz olsun|OTHER
|(16) ahlaki yozlama (17) siyasetin kurumlarda kiilere kadar drlmesi (18) mevcut kkl kurulularn lav edilmesi kurum hafzalarnn yok edilmesi (19) ksa yoldan ke dnmece|OTHER
|user google translate trke departman sorumlusunu buldum arkadalar sorunuz varsa kendisine sorabilirsiniz|OTHER
|bu ne imdi bu nasl bir|OTHER
|user ben baya burdaym artk haftaya bi ankaraya gidiyorum bir de derslerim oluyor konuuruz bunu|OTHER
|beni germeyin allakna gericek kiilerle muhattap etmeyin sonra yemek yiyorum daha demin men syledim kendime ve yedim bunun bedeli 2 3 gn yememek olucak iyi mi oldu imdi|OTHER
|user rt tamamdr ansl olmak dileiyle|OTHER
|bu nye bu jadat doru evrvsc|OTHER
|bugn kel bi adam kendi kafasna vuruyodu byle ap ap allahimmm nasi iim ekti eer kel ak bulamazsam bam kel edip kendime vurucam|OTHER
|user kolayca veriyorum ama alamyorum bunun aresi var m|OTHER
|user umarm yledir o zaman slkdlddld sesim ok fena bir eye dnyor nk|OTHER
|zaman gelmedi mi sayn bakanm user secimoncesiverilensoztutulsun|OTHER
|derdini paylatn kiinin zamanda en byk derdin oluu|OTHER
|son 6 ylm shawn'n neden bu kadar hzl bir sekilde bydn anlamakla geti eee yeter uzama artk 4 metre olcan|OTHER
|user sen bi ekil aradan ltfen|OTHER
|yaktn beni hain tiryakin oldum yarim caldn beni benden dstm ana zalim|OTHER
|user ne oldu portakala karttn dimi evden|OTHER
|user ben sana yle anlataym isim ve logo hakk bizzat nan kran kendisine ait deildi bu haber zaman nan kra galatasaray lisesi vakf bakan olduu iin ondan byle bi ricada bulunuldu yani isim vakfnd tek mesele ben vakf adna tek bama karar veremem dedi|OTHER
|user baka muhlama yok mu sofrada|OTHER
|user okulda 2 ay nce can ciger oldugun insanla bugun hic konumayabiliyorsunhayatta en garibime giden ey bu|OTHER
|user bu i rvetle olmaz karde ayrca beni takip et diye de seni takip etmeyiz|OTHER
|user ahahahahahahahahaahahahaha her sene ba ayn terane sezon kapan hakemler ya agahahahahaahahahahahahahahaha|OTHER
|user hahah yok ya yolu ardm ajdjjd|OTHER
|bazen kime ne cevap vericeimi kime nasl davranacam bilemiyorum o anlarda kendimi soyutlamak istiyorum|OTHER
|pc indirdiim oyun yznden bozulmu|OTHER
|sama sapan bir oylama yapyorum kendi kendime shipper war grdm ondan ilhaml|OTHER
|senin elinin tersiyle ittiin seeneklerin var benim avularmdan kayp giden ihtimallerim o uurumdan beraber dmedike eit olamayz|OTHER
|user salkl huzurlu mutlu yalar dilerim|OTHER
|bazen hayat umutlu bir bak yakalamaktr bir ocuun gzlerinde dostun scak bir dokunuudur acyan yreine bazen hayat glmsemektir hayatn acmaszlna !|OTHER
|sayin user bedelliaskerlik te yurtdisi gibi uzaktan egitim istiyoruz lutfen sesimizi duyun tektipaskerlikle birlikte bedellide uzaktan egitimde gelsin binlerce genc 1 yil celp bekleyip islerinden guclerinden olup magdur olmasin user user user|OTHER
|bu aralar beat ilerine ok sardm acaba hobi meslek olarak beatmakeri mi sesem yarn deitiririm|OTHER
|user ahahahah bende hayal edip elendim |OTHER
|gzelliin diyorum nasl oluyor da seni hi yalnz brakmyor|OTHER
|user zleyiciyi salak yerine koymaya devam etsinler salonlar bo kalnca oturur msr kendileri yer filmlerini kendileri izlerler|OTHER
|user teksin alemde bence en ksa zamanda yannda olacam|OTHER
|user aynen ya kural bize uysun|OTHER
|user arzu hnm merhaba nerden ben izmit'e yim|OTHER
|ortaokulda bana ak olan ocuk seni psmden daha cok seviyorum derdi yazk etmiim|OTHER
|user bi ey daha eksik sanki adam olmas|OTHER
|user user user user user user user user user user user user user user user user user user user user user user eer dikkatli olmazsanz gazeteler mazlumlardan nefret etmenizi zalimleri ise ok sevmenizi salar malcolm x (1992) spike lee|OTHER
|user yedi slalesini deifre etiine gre sormaya gerek yok zaten kk belli|OTHER
|nasl bir adayz nasl insanlarn iinde yayoruz nasl bu kadar uursuz olduk benim aklm almyor|OTHER
|mula da uber yok ama olsa ogrenciler tercih eder istanbula gemedim ama burdaki teksiciler hastane tasindiktan sonra 10 km mesafeye 15 20 tl aliyor otogardan hastane 35 tl yaziyor ama muglanin taksicileri cok saygili ve kibar uberhrszyetkililersessiz|OTHER
|yalan oldun kelebek yalannnnnn mrn bu kadar|OTHER
|bunda da vardr bir hayr|OTHER
|ben kiralk katilim benim silahm niye tutukluk yapsn!|OTHER
|sar elbeziden tiksiniyorum diyen bir kz karde evet doru o bir baak burcu|OTHER
|ayrca ocuk geliimi iin vegan beslenmenin olumsuz etki gsterdii de bilimsel verilerle ortaya konmu bir ey zellikle ocuunu vegan beslemeyenlere laf sylemek ok daha yanl|OTHER
|bir insana sz anlatmak iin yakasn paasn tutmanza lzum yok eer sizi dinlemek istemiyorsa dilinizi tutun daha iyi olur|OTHER
|ekersiz ay itiim iin bana cymm gibi bakan kuzene ne demeli|OTHER
|"beklemek zlemek gzeldir belleyenin varsa "" kr iei """|OTHER
|sosyal medya bamllk yapyormu bilmiyorum ama ben sizlerden bir gn haberdar olamasam zlyorum yiki varsnz |OTHER
|user user user yine de en ok ben deerleyimdir|OTHER
|user user idem hanm retmenin hakll tokad att anda biter akran zorbal ocuklara byle retilmez|OTHER
|user beiktam benim biricik sevgilim syle senden baka kimim var benim seninle alarm seninle glerim syle senden baka kimim var benim|OTHER
|relavite cluase kullanirken neden hayvanlar icin de who kullanmak yerine which kullaniyoruz ya sanki bi esyaymis gibi ( bence hayvanlar bizden daha cok whoyu hak ediyorlar|OTHER
|cengiz nderin bu milli takmn en kilit oyuncusu olduu bir kez daha gzkt|OTHER
|user ziraat mhendislii bursla deil sthdam ile eski deerli gnlerine dner srecin hzlanmasn istiyoruz tarmbakanlatamabekliyor sayinrteyeduyurunbizi ocakaykesinatamaistiyoruz a|OTHER
|user user ne yazk ki yle hayat ite sen sana deer verene deer vermezsin sana deer vermeyene ederinden fazla deer verirsin|OTHER
